STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,TIMELINESS,Timeliness,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2016,,5239115.5,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2017,,5326887.5,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2018,,5361160.5,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,1990,,4083479.75,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,1991,,4239667,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,1992,,4281600,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2020,,5118158,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2021,,5249149.5,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2022,,5299397.5,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2023,,5401308,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,1999,,4538446.5,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2000,,4663918.5,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2001,,4681926,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,GDP_R,Real GDP,USD_PPP,"US dollars, PPP converted",_T,Total - all activities,2002,,4683891,,A,Normal value,,,6,Millions,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,1999,,16.87,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2017,,27.98,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2018,,28.35,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2019,,28.63,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2020,,28.92,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2021,,29.22,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2022,,29.4,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2023,,29.56,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2000,,17.44,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2001,,18.03,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2002,,18.6,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2003,,19.09,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2004,,19.62,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2005,,20.28,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2006,,20.98,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2007,,21.63,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2008,,22.25,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2009,,22.76,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2010,,23.1,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2011,,23.65,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2012,,24.51,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2013,,25.41,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2014,,26.23,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2015,,26.92,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,2016,,27.51,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,1990,,12.16,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,1991,,12.64,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,1992,,13.15,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,1993,,13.65,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,1994,,14.15,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,1995,,14.66,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,1996,,15.2,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,POP_Y_GT65,"Population, ages 65 and above",PT_POP,Percentage of population,_T,Total - all activities,1997,,15.76,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,1999,,112.45,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2017,,100.35,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2018,,100.35,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2019,,100.98,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2020,,101.93,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2021,,101.74,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2022,,102.08,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2023,,105.91,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2000,,110.95,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2001,,109.75,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2002,,108.22,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2003,,106.48,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2004,,105.28,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2005,,104.03,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2006,,103.13,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2007,,102.4,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2008,,101.47,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2009,,100.89,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2010,,98.99,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2011,,97.39,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2012,,96.65,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2013,,96.31,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2014,,97.93,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2015,,100,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,2016,,100.42,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,1990,,109.18,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,1991,,112.02,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,1992,,113.8,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,1993,,114.3,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,1994,,114.43,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,1995,,113.83,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,1996,,113.33,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,DEF,GDP deflator,IX,Index,_T,Total - all activities,1997,,113.9,,A,Normal value,,,0,Units,Q,Constant prices,2015,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,LTAX,Labour tax revenue,PT_B1GQ,Percentage of GDP,_T,Total - all activities,2004,,13.75,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,LTAX,Labour tax revenue,PT_B1GQ,Percentage of GDP,_T,Total - all activities,1993,,14.84,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,LTAX,Labour tax revenue,PT_B1GQ,Percentage of GDP,_T,Total - all activities,1994,,14.07,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,LTAX,Labour tax revenue,PT_B1GQ,Percentage of GDP,_T,Total - all activities,1995,,14.3,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,LTAX,Labour tax revenue,PT_B1GQ,Percentage of GDP,_T,Total - all activities,1996,,13.98,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,LTAX,Labour tax revenue,PT_B1GQ,Percentage of GDP,_T,Total - all activities,1997,,14.29,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,JPN,Japan,A,Annual,LTAX,Labour tax revenue,PT_B1GQ,Percentage of GDP,_T,Total - all activities,1998,,13.87,,A,Normal value,,,0,Units,_Z,Not applicable,,,2,2 years lag,2,Two
